ID,Domain,User Input,Bot Response,Context ID,Context,Intent
8,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",7,How do I change my delivery address?,ask_payment_options
2618,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2617,How do I change my delivery address?,ask_payment_options
1597,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,1596,What is a credit score?,ask_credit_score
108,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",107,How do I change my delivery address?,ask_payment_options
1661,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1660,How do I get a bank statement?,ask_investment_info
379,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",378,What documents are needed for a home loan?,stock_investment
1549,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1548,What documents are needed for a home loan?,stock_investment
1879,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1878,What documents are needed for a home loan?,stock_investment
2278,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2277,How do I change my delivery address?,ask_payment_options
2355,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2354,What is the refund policy?,ask_shipping_info
673,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",672,Where is my package?,cancel_order
2286,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,2285,Do you offer international shipping?,report_damaged_item
1287,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,1286,What is a credit score?,ask_credit_score
1189,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1188,What documents are needed for a home loan?,stock_investment
1625,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1624,Can I apply for a personal loan?,loan_prepayment_fee
1543,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1542,How do I open a savings account?,ask_interest_rate
1364,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1363,Can I cancel my order?,ask_refund_policy
549,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",548,What documents are needed for a home loan?,stock_investment
2104,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2103,What is the current interest rate?,apply_loan
983,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,982,How do I open a savings account?,ask_interest_rate
702,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,701,What is a mutual fund?,open_account
2565,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2564,What is the refund policy?,ask_shipping_info
2858,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2857,How do I change my delivery address?,ask_payment_options
2622,E-commerce,Where is my package?,Let me check the tracking information for you.,2621,I want to return my order.,track_order
2184,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2183,What is the current interest rate?,apply_loan
15,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",14,What is the refund policy?,ask_shipping_info
2754,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2753,Can I cancel my order?,ask_refund_policy
1855,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1854,Can I apply for a personal loan?,loan_prepayment_fee
360,Finance,How do I get a bank statement?,You can download it from your online banking portal.,359,Can I invest in stocks through your bank?,get_bank_statement
1285,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1284,Can I apply for a personal loan?,loan_prepayment_fee
825,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",824,What is the refund policy?,ask_shipping_info
381,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,380,How do I get a bank statement?,ask_investment_info
2804,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2803,What is the current interest rate?,apply_loan
2664,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2663,Can I cancel my order?,ask_refund_policy
1056,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1055,Is there a fee for early loan repayment?,ask_credit_score
503,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",502,Where is my package?,cancel_order
1473,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1472,How do I open a savings account?,ask_interest_rate
321,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,320,How do I get a bank statement?,ask_investment_info
2176,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2175,Is there a fee for early loan repayment?,ask_credit_score
721,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,720,How do I get a bank statement?,ask_investment_info
2282,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,2281,What is a mutual fund?,open_account
2799,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2798,What payment methods do you accept?,reset_password
1308,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1307,How can I improve my credit score?,home_loan_documents
586,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,585,Do you offer international shipping?,report_damaged_item
371,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,370,How do I get a bank statement?,ask_investment_info
890,Finance,How do I get a bank statement?,You can download it from your online banking portal.,889,Can I invest in stocks through your bank?,get_bank_statement
1472,E-commerce,Where is my package?,Let me check the tracking information for you.,1471,I want to return my order.,track_order
2482,E-commerce,Where is my package?,Let me check the tracking information for you.,2481,I want to return my order.,track_order
2097,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2096,The product I received is damaged.,update_address
499,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",498,What documents are needed for a home loan?,stock_investment
946,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,945,Is there a fee for early loan repayment?,ask_credit_score
782,E-commerce,Where is my package?,Let me check the tracking information for you.,781,I want to return my order.,track_order
2782,E-commerce,Where is my package?,Let me check the tracking information for you.,2781,I want to return my order.,track_order
1875,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1874,Can I apply for a personal loan?,loan_prepayment_fee
175,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",174,Can I apply for a personal loan?,loan_prepayment_fee
1362,E-commerce,Where is my package?,Let me check the tracking information for you.,1361,I want to return my order.,track_order
3000,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2999,I forgot my account password.,request_gift_receipt
2987,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2986,The product I received is damaged.,update_address
1592,E-commerce,Where is my package?,Let me check the tracking information for you.,1591,I want to return my order.,track_order
539,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,538,What payment methods do you accept?,reset_password
2475,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2474,What is the refund policy?,ask_shipping_info
1835,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1834,Can I apply for a personal loan?,loan_prepayment_fee
131,E-commerce,I want to return my order.,"Sure, may I have your order number?",130,Can I get a gift receipt?,initiate_return
2432,E-commerce,Where is my package?,Let me check the tracking information for you.,2431,I want to return my order.,track_order
2208,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2207,How can I improve my credit score?,home_loan_documents
705,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",704,Can I apply for a personal loan?,loan_prepayment_fee
20,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",19,I forgot my account password.,request_gift_receipt
2071,E-commerce,I want to return my order.,"Sure, may I have your order number?",2070,Can I get a gift receipt?,initiate_return
901,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,900,How do I get a bank statement?,ask_investment_info
2553,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2552,How do I open a savings account?,ask_interest_rate
1613,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1612,How do I open a savings account?,ask_interest_rate
1534,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1533,What is the current interest rate?,apply_loan
945,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",944,What is the refund policy?,ask_shipping_info
757,E-commerce,How do I change my delivery address?,You can change it from your account settings.,756,The product I received is damaged.,update_address
1681,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1680,How do I get a bank statement?,ask_investment_info
110,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",109,I forgot my account password.,request_gift_receipt
1485,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1484,Can I apply for a personal loan?,loan_prepayment_fee
1275,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1274,Can I apply for a personal loan?,loan_prepayment_fee
1107,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,1106,What is a credit score?,ask_credit_score
80,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",79,I forgot my account password.,request_gift_receipt
1704,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1703,Can I cancel my order?,ask_refund_policy
952,E-commerce,Where is my package?,Let me check the tracking information for you.,951,I want to return my order.,track_order
1798,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1797,How can I improve my credit score?,home_loan_documents
2265,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2264,What is the refund policy?,ask_shipping_info
149,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,148,What payment methods do you accept?,reset_password
2657,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2656,The product I received is damaged.,update_address
2177,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2176,What is a credit score?,ask_credit_score
1334,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1333,Can I cancel my order?,ask_refund_policy
2780,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2779,Can I invest in stocks through your bank?,get_bank_statement
367,E-commerce,How do I change my delivery address?,You can change it from your account settings.,366,The product I received is damaged.,update_address
2593,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2592,How do I open a savings account?,ask_interest_rate
356,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,355,Do you offer international shipping?,report_damaged_item
989,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",988,What documents are needed for a home loan?,stock_investment
2179,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2178,What documents are needed for a home loan?,stock_investment
1783,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1782,How do I open a savings account?,ask_interest_rate
2929,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2928,What documents are needed for a home loan?,stock_investment
942,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,941,What is a mutual fund?,open_account
578,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",577,How can I improve my credit score?,home_loan_documents
247,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,246,What is a credit score?,ask_credit_score
676,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,675,Do you offer international shipping?,report_damaged_item
2772,E-commerce,Where is my package?,Let me check the tracking information for you.,2771,I want to return my order.,track_order
611,E-commerce,I want to return my order.,"Sure, may I have your order number?",610,Can I get a gift receipt?,initiate_return
688,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",687,How do I change my delivery address?,ask_payment_options
1726,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1725,Do you offer international shipping?,report_damaged_item
1778,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1777,How can I improve my credit score?,home_loan_documents
2563,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2562,Where is my package?,cancel_order
925,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",924,What is the refund policy?,ask_shipping_info
679,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,678,What payment methods do you accept?,reset_password
1235,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1234,Can I apply for a personal loan?,loan_prepayment_fee
1382,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,1381,What is a mutual fund?,open_account
183,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,182,How do I open a savings account?,ask_interest_rate
1633,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1632,How do I open a savings account?,ask_interest_rate
777,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,776,What is a credit score?,ask_credit_score
1401,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1400,How do I get a bank statement?,ask_investment_info
2810,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2809,Can I invest in stocks through your bank?,get_bank_statement
2378,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2377,How can I improve my credit score?,home_loan_documents
1183,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1182,Where is my package?,cancel_order
1603,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1602,How do I open a savings account?,ask_interest_rate
1504,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1503,What is the current interest rate?,apply_loan
1762,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,1761,What is a mutual fund?,open_account
2835,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2834,Can I apply for a personal loan?,loan_prepayment_fee
357,E-commerce,How do I change my delivery address?,You can change it from your account settings.,356,The product I received is damaged.,update_address
160,Finance,How do I get a bank statement?,You can download it from your online banking portal.,159,Can I invest in stocks through your bank?,get_bank_statement
1585,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1584,What is the refund policy?,ask_shipping_info
386,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,385,Do you offer international shipping?,report_damaged_item
2650,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2649,Can I invest in stocks through your bank?,get_bank_statement
128,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",127,How do I change my delivery address?,ask_payment_options
1230,Finance,How do I get a bank statement?,You can download it from your online banking portal.,1229,Can I invest in stocks through your bank?,get_bank_statement
513,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",512,Where is my package?,cancel_order
141,E-commerce,I want to return my order.,"Sure, may I have your order number?",140,Can I get a gift receipt?,initiate_return
2994,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2993,Can I cancel my order?,ask_refund_policy
1404,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1403,What is the current interest rate?,apply_loan
2905,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2904,What is the refund policy?,ask_shipping_info
576,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,575,Do you offer international shipping?,report_damaged_item
2415,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2414,Can I apply for a personal loan?,loan_prepayment_fee
2237,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2236,The product I received is damaged.,update_address
687,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,686,What is a credit score?,ask_credit_score
1389,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1388,What documents are needed for a home loan?,stock_investment
2155,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2154,Can I apply for a personal loan?,loan_prepayment_fee
2443,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2442,Where is my package?,cancel_order
2642,E-commerce,Where is my package?,Let me check the tracking information for you.,2641,I want to return my order.,track_order
1641,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1640,How do I get a bank statement?,ask_investment_info
2242,E-commerce,Where is my package?,Let me check the tracking information for you.,2241,I want to return my order.,track_order
664,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",663,What is the current interest rate?,apply_loan
1080,Finance,How do I get a bank statement?,You can download it from your online banking portal.,1079,Can I invest in stocks through your bank?,get_bank_statement
2871,E-commerce,I want to return my order.,"Sure, may I have your order number?",2870,Can I get a gift receipt?,initiate_return
1536,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1535,Do you offer international shipping?,report_damaged_item
2825,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2824,Can I apply for a personal loan?,loan_prepayment_fee
1145,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1144,Can I apply for a personal loan?,loan_prepayment_fee
2417,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2416,What is a credit score?,ask_credit_score
2089,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2088,What payment methods do you accept?,reset_password
2843,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2842,How do I open a savings account?,ask_interest_rate
1875,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1874,What is the refund policy?,ask_shipping_info
42,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,41,What is a mutual fund?,open_account
1067,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1066,The product I received is damaged.,update_address
1042,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,1041,What is a mutual fund?,open_account
2329,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2328,What payment methods do you accept?,reset_password
1639,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1638,What documents are needed for a home loan?,stock_investment
2342,E-commerce,Where is my package?,Let me check the tracking information for you.,2341,I want to return my order.,track_order
2792,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,2791,What is a mutual fund?,open_account
454,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,453,Can I cancel my order?,ask_refund_policy
2996,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,2995,Do you offer international shipping?,report_damaged_item
2195,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2194,What is the refund policy?,ask_shipping_info
1456,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1455,Is there a fee for early loan repayment?,ask_credit_score
1609,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1608,What documents are needed for a home loan?,stock_investment
1148,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1147,How do I change my delivery address?,ask_payment_options
1292,E-commerce,Where is my package?,Let me check the tracking information for you.,1291,I want to return my order.,track_order
2738,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2737,How do I change my delivery address?,ask_payment_options
1045,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1044,Can I apply for a personal loan?,loan_prepayment_fee
1908,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1907,How do I change my delivery address?,ask_payment_options
93,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",92,Where is my package?,cancel_order
2537,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2536,The product I received is damaged.,update_address
680,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",679,I forgot my account password.,request_gift_receipt
1563,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1562,How do I open a savings account?,ask_interest_rate
669,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",668,What documents are needed for a home loan?,stock_investment
937,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,936,What is a credit score?,ask_credit_score
2524,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2523,Can I cancel my order?,ask_refund_policy
2465,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2464,What is the refund policy?,ask_shipping_info
597,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,596,What is a credit score?,ask_credit_score
628,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",627,How can I improve my credit score?,home_loan_documents
683,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",682,Where is my package?,cancel_order
1081,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1080,How do I get a bank statement?,ask_investment_info
2421,E-commerce,I want to return my order.,"Sure, may I have your order number?",2420,Can I get a gift receipt?,initiate_return
1989,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1988,What documents are needed for a home loan?,stock_investment
1134,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1133,What is the current interest rate?,apply_loan
1440,Finance,How do I get a bank statement?,You can download it from your online banking portal.,1439,Can I invest in stocks through your bank?,get_bank_statement
866,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,865,Do you offer international shipping?,report_damaged_item
1814,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1813,Can I cancel my order?,ask_refund_policy
2226,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,2225,Do you offer international shipping?,report_damaged_item
2206,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,2205,Do you offer international shipping?,report_damaged_item
2811,E-commerce,I want to return my order.,"Sure, may I have your order number?",2810,Can I get a gift receipt?,initiate_return
2129,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2128,What payment methods do you accept?,reset_password
1696,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1695,Is there a fee for early loan repayment?,ask_credit_score
308,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",307,How do I change my delivery address?,ask_payment_options
2185,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2184,What is the refund policy?,ask_shipping_info
2,E-commerce,Where is my package?,Let me check the tracking information for you.,1,I want to return my order.,track_order
2349,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2348,What payment methods do you accept?,reset_password
1239,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1238,What documents are needed for a home loan?,stock_investment
1698,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1697,How do I change my delivery address?,ask_payment_options
1342,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,1341,What is a mutual fund?,open_account
2337,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2336,The product I received is damaged.,update_address
718,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",717,How can I improve my credit score?,home_loan_documents
1144,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1143,Can I cancel my order?,ask_refund_policy
1591,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1590,How do I get a bank statement?,ask_investment_info
2759,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2758,What documents are needed for a home loan?,stock_investment
2931,E-commerce,I want to return my order.,"Sure, may I have your order number?",2930,Can I get a gift receipt?,initiate_return
2604,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2603,What is the current interest rate?,apply_loan
1068,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1067,How do I change my delivery address?,ask_payment_options
1973,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1972,How do I open a savings account?,ask_interest_rate
2557,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2556,What is a credit score?,ask_credit_score
670,Finance,How do I get a bank statement?,You can download it from your online banking portal.,669,Can I invest in stocks through your bank?,get_bank_statement
2903,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2902,Where is my package?,cancel_order
2213,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2212,Where is my package?,cancel_order
693,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",692,Where is my package?,cancel_order
2992,E-commerce,Where is my package?,Let me check the tracking information for you.,2991,I want to return my order.,track_order
932,E-commerce,Where is my package?,Let me check the tracking information for you.,931,I want to return my order.,track_order
423,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,422,How do I open a savings account?,ask_interest_rate
1108,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1107,How do I change my delivery address?,ask_payment_options
703,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",702,Where is my package?,cancel_order
1986,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1985,Do you offer international shipping?,report_damaged_item
2964,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2963,What is the current interest rate?,apply_loan
837,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,836,What is a credit score?,ask_credit_score
126,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,125,Do you offer international shipping?,report_damaged_item
930,Finance,How do I get a bank statement?,You can download it from your online banking portal.,929,Can I invest in stocks through your bank?,get_bank_statement
377,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,376,What is a credit score?,ask_credit_score
2682,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,2681,What is a mutual fund?,open_account
1139,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1138,What documents are needed for a home loan?,stock_investment
2834,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2833,Can I cancel my order?,ask_refund_policy
1888,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1887,How can I improve my credit score?,home_loan_documents
2315,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2314,Can I apply for a personal loan?,loan_prepayment_fee
2576,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2575,Is there a fee for early loan repayment?,ask_credit_score
603,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",602,Where is my package?,cancel_order
1801,E-commerce,I want to return my order.,"Sure, may I have your order number?",1800,Can I get a gift receipt?,initiate_return
1305,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1304,Can I apply for a personal loan?,loan_prepayment_fee
1378,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1377,How can I improve my credit score?,home_loan_documents
689,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",688,What documents are needed for a home loan?,stock_investment
476,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,475,Is there a fee for early loan repayment?,ask_credit_score
2024,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2023,Can I cancel my order?,ask_refund_policy
1146,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1145,Do you offer international shipping?,report_damaged_item
1645,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1644,Can I apply for a personal loan?,loan_prepayment_fee
8,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",7,How can I improve my credit score?,home_loan_documents
1675,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1674,What is the refund policy?,ask_shipping_info
2770,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2769,Can I invest in stocks through your bank?,get_bank_statement
2112,E-commerce,Where is my package?,Let me check the tracking information for you.,2111,I want to return my order.,track_order
897,E-commerce,How do I change my delivery address?,You can change it from your account settings.,896,The product I received is damaged.,update_address
2714,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2713,What is the current interest rate?,apply_loan
2665,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2664,What is the refund policy?,ask_shipping_info
